price,carat,city,depth,table,x,y,z,clarity,color,cut
1053,0.4,Surat,62.3,56.0,4.71,4.73,2.94,VS1,E,Ideal
9030,1.52,New York City,63.2,58.0,7.31,7.25,4.6,SI2,D,Very Good
2889,0.77,London,59.8,61.0,5.99,5.95,3.57,SI1,E,Premium
12829,2.01,London,61.6,57.0,8.08,8.0,4.95,SI1,G,Ideal
1244,0.52,London,63.6,56.0,5.07,5.09,3.23,SI1,G,Good
13623,1.25,Kimberly,61.8,57.0,6.9,6.95,4.28,VVS2,F,Ideal
988,0.39,Tel Aviv,62.1,55.0,4.7,4.74,2.93,VVS2,F,Ideal
15512,1.55,Surat,61.9,54.0,7.41,7.45,4.6,VVS2,G,Ideal
4568,1.06,Madrid,60.7,57.0,6.57,6.61,4.0,SI2,F,Ideal
869,0.44,New York City,62.0,55.0,4.89,4.91,3.04,VS2,G,Ideal
3337,0.99,Antwerp,60.7,66.0,6.42,6.34,3.87,SI1,I,Fair
4788,1.0,Paris,59.4,58.0,6.51,6.46,3.85,SI1,H,Premium
11954,2.01,London,64.3,60.0,7.91,7.86,5.07,VS2,I,Good
3941,1.0,Madrid,57.4,60.0,6.63,6.53,3.78,SI2,G,Good
1452,0.52,Kimberly,63.8,56.0,5.06,5.1,3.24,SI1,D,Very Good
4082,0.9,Kimberly,61.3,59.0,6.24,6.19,3.81,VS2,H,Premium
842,0.4,London,63.9,56.0,4.64,4.68,2.98,VVS1,I,Good
526,0.3,New York City,62.9,57.0,4.26,4.29,2.69,VS1,H,Very Good
11723,1.22,Amsterdam,61.9,58.0,6.81,6.85,4.23,VVS1,F,Premium
612,0.41,Madrid,62.6,54.0,4.75,4.77,2.98,SI2,F,Very Good
2549,0.71,Surat,63.3,56.0,5.67,5.74,3.61,VS2,G,Very Good
976,0.3,London,61.9,55.0,4.32,4.34,2.68,VVS1,G,Ideal
977,0.31,Dubai,62.4,55.0,4.36,4.33,2.71,VVS2,F,Ideal
10688,1.01,Tel Aviv,62.0,58.0,6.41,6.46,3.99,IF,F,Ideal
756,0.31,Zurich,62.0,56.0,4.38,4.36,2.71,VS2,E,Ideal
5820,1.23,London,61.8,55.0,6.87,6.91,4.26,SI2,I,Ideal
608,0.3,Paris,58.8,61.0,4.43,4.38,2.59,VS1,I,Premium
827,0.35,Kimberly,60.8,55.0,4.59,4.56,2.78,SI1,D,Ideal
1631,0.53,Kimberly,61.4,57.0,5.2,5.26,3.21,SI1,D,Very Good
16560,2.02,Las Vegas,61.8,56.0,8.07,8.09,4.99,SI1,I,Ideal
5306,1.26,Paris,63.2,57.0,6.86,6.81,4.32,VS2,J,Ideal
953,0.42,Paris,60.0,61.0,4.88,4.85,2.92,SI1,E,Premium
628,0.31,Antwerp,62.4,59.0,4.34,4.31,2.7,VS2,H,Premium
373,0.24,Luxembourg,60.8,64.0,3.96,4.0,2.42,VS1,F,Good
4205,1.01,Las Vegas,65.3,55.0,6.33,6.19,4.09,SI2,D,Fair
10580,1.61,Antwerp,60.4,58.0,7.59,7.64,4.6,SI2,E,Very Good
4513,1.01,Antwerp,62.3,61.0,6.39,6.32,3.96,SI1,H,Premium
574,0.3,Kimberly,62.1,57.0,4.33,4.3,2.68,SI2,D,Ideal
10362,1.62,Zurich,61.7,59.0,7.55,7.47,4.63,VS1,I,Premium
1441,0.56,Antwerp,60.2,59.0,5.36,5.34,3.22,SI1,G,Premium
5006,1.01,Surat,61.3,54.0,6.52,6.47,3.99,SI2,D,Ideal
1242,0.53,Las Vegas,60.5,60.0,5.23,5.19,3.15,SI2,F,Premium
3293,0.76,Kimberly,60.2,56.0,5.95,5.92,3.57,VS2,D,Ideal
694,0.33,Las Vegas,61.6,55.0,4.46,4.47,2.75,IF,I,Ideal
3281,0.71,Kimberly,62.3,55.0,5.74,5.76,3.58,VS1,F,Ideal
2761,0.81,Kimberly,58.8,57.0,6.14,6.11,3.6,SI2,F,Ideal
3640,1.0,Kimberly,57.6,61.0,6.56,6.52,3.77,SI1,I,Good
8256,1.35,Kimberly,63.4,56.0,7.09,7.01,4.47,VS1,G,Very Good
1069,0.38,Antwerp,61.6,56.0,4.67,4.65,2.87,VS1,E,Ideal
1975,0.55,Surat,61.7,55.0,5.27,5.29,3.26,VS1,E,Ideal
687,0.42,Dubai,61.6,61.0,4.79,4.82,2.96,SI1,G,Very Good
11962,2.02,Madrid,61.0,59.0,8.2,8.13,4.98,SI2,F,Premium
5055,1.02,Luxembourg,63.6,58.0,6.39,6.34,4.05,SI1,G,Good
8646,1.16,Tel Aviv,62.0,56.0,6.71,6.75,4.17,VVS2,G,Ideal
1682,0.64,Antwerp,61.2,62.0,5.56,5.52,3.39,SI1,E,Premium
1781,0.51,Zurich,62.5,55.0,5.13,5.08,3.19,VS2,E,Ideal
1180,0.51,Luxembourg,63.9,55.0,5.04,5.1,3.24,SI2,D,Good
9704,1.55,Kimberly,60.7,55.0,7.54,7.51,4.57,SI2,G,Ideal
7147,1.31,Kimberly,63.4,56.5,6.87,6.97,4.4,SI1,G,Good
1061,0.41,Las Vegas,61.3,57.0,4.8,4.76,2.93,VS2,G,Premium
853,0.39,Antwerp,62.2,54.3,4.66,4.69,2.91,VS1,G,Ideal
3662,1.09,Luxembourg,62.7,60.0,6.57,6.51,4.1,SI1,I,Premium
7563,1.24,Kimberly,63.5,55.0,6.82,6.86,4.35,SI1,E,Good
1556,0.55,Luxembourg,60.3,62.0,5.33,5.29,3.2,VS2,G,Premium
447,0.34,Kimberly,61.7,58.0,4.41,4.47,2.74,VS1,J,Very Good
5593,1.01,Las Vegas,62.0,60.0,6.43,6.38,3.97,VS1,H,Very Good
589,0.32,Surat,62.8,56.0,4.37,4.42,2.76,SI1,D,Very Good
1000,0.38,Tel Aviv,60.7,59.0,4.65,4.7,2.84,VS1,E,Premium
7664,1.7,Kimberly,62.9,57.0,7.59,7.55,4.76,SI2,H,Ideal
3975,0.9,London,61.2,54.0,6.25,6.29,3.84,SI2,D,Very Good
673,0.32,New York City,62.2,57.0,4.35,4.37,2.71,IF,I,Ideal
5983,0.95,New York City,61.5,57.0,6.28,6.3,3.87,VS1,E,Ideal
855,0.5,Zurich,65.3,56.0,4.91,5.01,3.24,SI2,I,Good
992,0.42,Las Vegas,60.6,57.0,4.9,4.84,2.95,SI1,F,Ideal
6271,1.01,Antwerp,62.4,56.0,6.43,6.35,3.99,VS2,F,Premium
926,0.32,London,61.7,56.0,4.4,4.42,2.72,VVS1,F,Ideal
4313,1.06,Zurich,62.2,56.0,6.49,6.53,4.05,SI1,I,Ideal
644,0.35,Antwerp,62.7,56.0,4.49,4.51,2.82,SI1,D,Ideal
1095,0.39,Dubai,60.4,59.0,4.72,4.75,2.86,VVS1,G,Premium
7741,1.01,Surat,62.5,58.0,6.35,6.41,3.99,VVS1,F,Premium
1929,0.7,New York City,63.9,59.0,5.68,5.56,3.59,SI2,E,Good
696,0.37,Surat,60.5,59.0,4.62,4.67,2.81,VS2,F,Premium
776,0.3,Madrid,62.2,57.0,4.29,4.26,2.66,VVS2,H,Ideal
734,0.31,Dubai,61.8,57.0,4.36,4.38,2.7,VS2,D,Ideal
1010,0.3,Antwerp,63.5,58.0,4.31,4.23,2.71,VVS2,D,Very Good
14214,1.53,Luxembourg,61.0,60.0,7.4,7.43,4.52,VS1,G,Premium
899,0.41,Las Vegas,61.5,58.0,4.76,4.8,2.94,VS1,G,Very Good
665,0.3,Paris,61.4,56.0,4.32,4.35,2.66,VVS1,H,Ideal
8505,1.21,Surat,61.6,58.0,6.79,6.88,4.21,VS2,F,Very Good
4304,0.9,Surat,62.7,58.0,6.15,6.09,3.84,SI1,D,Premium
9885,1.24,Surat,59.0,60.0,7.0,7.07,4.15,VS1,F,Very Good
3971,1.02,Paris,61.3,62.0,6.42,6.46,3.95,SI2,D,Very Good
873,0.3,Kimberly,61.3,58.0,4.29,4.33,2.64,IF,F,Ideal
662,0.3,Las Vegas,63.4,54.0,4.31,4.27,2.72,SI1,D,Very Good
16068,1.6,Amsterdam,60.6,60.0,7.51,7.57,4.57,VVS2,G,Premium
1178,0.47,Madrid,57.2,60.0,5.18,5.21,2.97,VS2,H,Very Good
6975,1.01,Surat,63.3,57.0,6.29,6.36,4.01,VVS2,G,Very Good
654,0.41,Antwerp,63.5,55.0,4.73,4.75,3.01,SI1,E,Good
7637,1.08,New York City,62.1,59.0,6.59,6.54,4.08,VS2,F,Premium
5544,1.01,Antwerp,60.1,61.0,6.5,6.47,3.9,SI1,H,Good
4538,1.11,Antwerp,63.5,60.0,6.58,6.49,4.15,SI2,H,Ideal
1040,0.44,Antwerp,61.3,58.0,4.91,4.88,3.0,VS2,H,Premium
565,0.26,Surat,63.4,55.0,4.06,4.05,2.57,VVS2,H,Very Good
521,0.34,Antwerp,60.0,58.0,4.52,4.56,2.72,VS2,H,Very Good
7584,1.4,Surat,61.6,59.0,7.17,7.22,4.43,VS1,I,Very Good
990,0.32,Luxembourg,62.3,56.0,4.38,4.35,2.72,VVS1,F,Ideal
4819,1.02,Kimberly,58.3,59.0,6.68,6.59,3.87,SI1,H,Premium
9759,1.5,Kimberly,60.4,59.0,7.35,7.42,4.46,VS1,I,Very Good
1089,0.5,Las Vegas,63.5,56.0,5.01,5.04,3.19,SI1,H,Very Good
5984,1.0,Zurich,63.3,59.0,6.29,6.34,4.0,VS2,E,Good
4366,1.02,Surat,62.0,55.0,6.4,6.51,4.0,SI2,G,Ideal
4816,1.0,Luxembourg,60.8,58.0,6.48,6.45,3.93,SI1,G,Premium
8637,1.51,Luxembourg,62.8,56.0,7.22,7.3,4.56,SI2,G,Very Good
4789,1.14,Tel Aviv,60.3,57.0,6.79,6.85,4.11,SI1,H,Ideal
6817,2.17,Paris,55.6,62.0,8.75,8.69,4.8,I1,G,Fair
1343,0.54,Dubai,63.2,57.0,5.19,5.16,3.27,SI2,D,Very Good
1720,0.52,Antwerp,61.4,58.0,5.19,5.16,3.18,SI1,D,Premium
5152,1.11,Kimberly,63.0,56.0,6.61,6.57,4.15,VS1,I,Ideal
574,0.34,Zurich,61.3,61.0,4.49,4.45,2.74,SI1,I,Premium
6532,1.09,Zurich,61.3,55.9,6.61,6.65,4.06,SI1,D,Ideal
10697,1.72,Luxembourg,62.4,59.0,7.63,7.67,4.77,SI2,G,Very Good
705,0.3,Antwerp,62.4,59.0,4.25,4.31,2.67,VVS1,G,Very Good
7291,1.5,Dubai,62.3,59.0,7.27,7.21,4.52,SI2,H,Premium
3229,0.91,Kimberly,63.7,60.0,6.16,6.09,3.9,SI1,H,Good
3487,0.73,Tel Aviv,61.6,56.0,5.77,5.82,3.57,VVS1,G,Ideal
9634,1.12,Madrid,61.4,57.0,6.69,6.66,4.1,VVS2,F,Ideal
850,0.43,Antwerp,61.2,56.0,4.87,4.9,2.99,VS1,H,Ideal
1574,0.51,Amsterdam,63.1,58.0,5.11,5.09,3.22,VS2,F,Very Good
11108,1.31,Antwerp,62.2,59.0,6.91,6.98,4.32,VVS2,G,Very Good
1728,0.57,London,61.6,57.0,5.36,5.32,3.29,VS2,G,Ideal
5666,1.02,London,60.4,57.0,6.58,6.54,3.96,VS2,H,Ideal
2380,0.58,Madrid,61.9,56.0,5.35,5.38,3.32,VVS2,F,Ideal
619,0.36,Antwerp,60.6,56.0,4.58,4.63,2.79,SI1,D,Ideal
545,0.26,Kimberly,61.2,56.0,4.1,4.13,2.52,VVS1,G,Very Good
6221,1.01,Zurich,62.6,58.0,6.33,6.36,3.97,VS2,E,Good
700,0.42,Dubai,63.2,58.0,4.77,4.79,3.02,SI1,H,Good
10609,1.43,Amsterdam,62.2,58.0,7.18,7.15,4.46,VS2,G,Premium
4416,1.01,Antwerp,62.8,60.0,6.33,6.4,4.0,SI2,F,Very Good
684,0.3,New York City,62.1,59.0,4.23,4.27,2.64,VVS2,G,Very Good
9336,1.51,Luxembourg,61.8,55.0,7.38,7.42,4.57,SI1,H,Ideal
589,0.32,Luxembourg,63.6,56.0,4.34,4.37,2.77,SI1,D,Good
5105,1.03,Dubai,59.2,60.0,6.62,6.58,3.91,SI1,H,Premium
2708,0.73,Kimberly,61.0,60.0,5.76,5.84,3.54,VS1,G,Very Good
878,0.3,Dubai,63.2,57.0,4.27,4.24,2.69,VVS2,G,Very Good
6552,1.3,Surat,61.1,57.0,7.09,7.04,4.32,SI2,H,Ideal
2884,1.03,Luxembourg,65.3,55.0,6.32,6.27,4.11,SI2,I,Fair
478,0.24,Surat,57.2,63.0,4.1,4.15,2.36,VVS1,F,Very Good
1400,0.42,Kimberly,62.7,56.0,4.76,4.77,2.99,IF,G,Ideal
4511,0.93,Kimberly,61.9,55.0,6.26,6.31,3.89,SI1,E,Ideal
7443,1.09,London,61.2,56.0,6.62,6.67,4.07,VS2,E,Ideal
675,0.3,Luxembourg,62.5,56.0,4.27,4.24,2.66,VS1,H,Ideal
7500,1.5,New York City,64.3,57.0,7.18,7.15,4.61,SI2,H,Good
1814,0.56,Madrid,61.6,55.0,5.32,5.29,3.27,VS2,F,Ideal
1981,0.56,Kimberly,61.7,55.1,5.29,5.33,3.27,VS1,F,Ideal
2883,0.72,Antwerp,61.8,56.0,5.75,5.81,3.57,SI1,D,Ideal
1875,0.7,New York City,61.0,58.0,5.75,5.72,3.5,SI2,G,Premium
1414,0.57,New York City,60.1,61.0,5.4,5.29,3.21,VS2,H,Premium
4466,0.9,Luxembourg,62.8,59.0,6.12,6.18,3.86,SI1,D,Very Good
1720,0.52,Surat,62.1,59.0,5.15,5.12,3.19,VS2,F,Premium
1895,0.51,London,63.3,58.0,5.07,5.04,3.2,VVS2,G,Very Good
2283,0.5,Kimberly,61.8,53.0,5.13,5.18,3.19,VVS2,F,Ideal
407,0.27,Amsterdam,63.8,60.0,4.03,4.09,2.59,VS1,E,Very Good
1033,0.34,London,62.0,54.0,4.52,4.48,2.79,VS2,D,Ideal
625,0.31,Madrid,61.4,56.0,4.36,4.37,2.68,VS1,G,Ideal
6147,1.96,New York City,66.8,55.0,7.62,7.6,5.08,I1,I,Fair
4745,1.03,Amsterdam,61.3,56.0,6.5,6.53,3.99,SI2,H,Very Good
3218,0.52,Amsterdam,62.0,57.0,5.15,5.17,3.2,VVS1,D,Ideal
828,0.32,Las Vegas,61.1,57.0,4.47,4.44,2.72,VS2,F,Ideal
3282,0.91,Las Vegas,63.2,61.0,6.27,6.01,3.88,SI2,G,Very Good
487,0.28,London,60.8,58.0,4.19,4.26,2.57,VS2,F,Very Good
907,0.31,Antwerp,62.9,58.0,4.31,4.27,2.7,VVS2,G,Premium
536,0.33,Las Vegas,61.8,62.0,4.4,4.45,2.74,SI1,F,Good
1875,0.51,Surat,61.9,55.0,5.15,5.19,3.2,VVS2,G,Ideal
1924,0.68,Kimberly,61.2,61.0,5.59,5.63,3.43,SI1,F,Good
2617,0.7,Antwerp,60.2,58.0,5.75,5.78,3.47,SI1,E,Ideal
4718,1.02,London,63.0,55.0,6.45,6.4,4.05,SI1,G,Premium
3185,0.7,Dubai,61.0,56.0,5.75,5.79,3.51,VS1,H,Ideal
731,0.4,Tel Aviv,62.7,59.0,4.63,4.71,2.93,VS1,H,Premium
4416,1.01,Surat,61.3,60.0,6.4,6.43,3.93,SI2,F,Premium
2246,0.8,Surat,64.2,55.0,5.89,5.83,3.76,SI2,G,Good
4791,1.01,Madrid,64.8,56.0,6.3,6.25,4.07,VS2,F,Fair
1287,0.56,Tel Aviv,61.1,61.0,5.31,5.29,3.24,SI1,G,Premium
394,0.28,Surat,59.7,60.0,4.25,4.29,2.55,VS2,H,Very Good
3050,0.76,Antwerp,61.3,55.0,5.87,5.93,3.62,SI1,H,Ideal
1996,0.7,Zurich,64.4,55.0,5.6,5.55,3.59,VS2,I,Fair
3372,0.86,Madrid,62.6,58.0,6.01,6.06,3.78,SI1,F,Premium
665,0.35,Las Vegas,61.4,58.0,4.51,4.55,2.78,VS2,E,Very Good
1316,0.5,Tel Aviv,63.0,58.0,5.04,5.08,3.19,SI1,E,Very Good
1411,0.5,Dubai,61.2,55.0,5.12,5.16,3.15,VS2,H,Very Good
5016,1.2,Amsterdam,61.9,57.0,6.78,6.85,4.22,SI2,H,Very Good
2351,0.7,Luxembourg,64.2,58.0,5.61,5.58,3.59,VS2,H,Good
8655,1.04,New York City,60.7,58.0,6.52,6.65,4.0,IF,G,Very Good
972,0.32,Kimberly,62.1,54.0,4.46,4.4,2.75,VS2,D,Ideal
3118,1.08,Dubai,61.7,59.0,6.54,6.59,4.05,I1,H,Premium
4460,0.9,Madrid,62.7,60.0,6.13,6.06,3.82,VS1,G,Premium
1574,0.51,Paris,62.3,60.0,5.1,5.07,3.17,VS2,F,Premium
2175,0.59,Luxembourg,60.9,56.0,5.39,5.44,3.3,VS1,D,Ideal
3752,0.7,Antwerp,61.4,54.2,5.72,5.76,3.52,VS1,D,Ideal
11897,1.54,Surat,60.9,59.0,7.56,7.46,4.57,SI1,F,Premium
3734,0.9,Tel Aviv,63.2,59.0,6.05,6.1,3.84,SI1,G,Good
617,0.31,London,62.3,59.0,4.29,4.32,2.68,VVS2,G,Very Good
4556,1.13,Zurich,61.3,57.0,6.72,6.7,4.11,SI1,H,Ideal
8408,1.54,Antwerp,59.9,60.0,7.49,7.38,4.46,SI2,E,Premium
17760,2.0,London,57.7,61.0,8.31,8.19,4.76,SI2,E,Good
2278,0.61,Antwerp,62.2,54.0,5.51,5.49,3.42,VS2,E,Ideal
10181,2.02,London,62.6,56.0,8.05,8.01,5.03,SI2,I,Ideal
700,0.42,Kimberly,59.5,57.0,4.78,5.11,2.94,SI1,H,Very Good
4592,1.0,Antwerp,59.6,58.0,6.55,6.5,3.89,SI1,I,Premium
3763,1.12,Las Vegas,61.4,56.0,6.69,6.66,4.1,SI2,H,Ideal
17045,2.13,Surat,61.5,58.0,8.28,8.33,5.11,SI2,F,Premium
462,0.28,Madrid,60.9,57.0,4.22,4.25,2.58,VS1,I,Very Good
1343,0.51,Zurich,61.0,58.0,5.1,5.13,3.12,SI1,E,Very Good
7160,1.06,Tel Aviv,62.8,55.0,6.49,6.51,4.08,VS2,G,Ideal
1569,0.51,Antwerp,61.4,56.0,5.13,5.16,3.16,VS2,F,Ideal
16239,2.66,Zurich,63.8,57.0,8.71,8.65,5.54,SI2,H,Good
628,0.34,Madrid,63.7,57.0,4.45,4.44,2.83,SI1,H,Good
6856,1.09,London,62.5,56.0,6.63,6.55,4.12,VS1,G,Ideal
596,0.4,Dubai,59.8,57.0,4.8,4.83,2.88,SI1,I,Very Good
7127,1.01,Madrid,59.8,56.0,6.52,6.49,3.89,VS2,D,Ideal
2318,0.6,Surat,61.8,57.0,5.42,5.36,3.33,VVS2,F,Ideal
449,0.32,Amsterdam,63.2,56.0,4.32,4.38,2.75,VS2,I,Good
1940,0.53,Amsterdam,62.4,61.0,5.25,5.14,3.24,VS1,D,Premium
4660,1.19,Dubai,62.6,58.0,6.7,6.75,4.21,SI2,I,Premium
867,0.32,Kimberly,62.0,56.0,4.37,4.41,2.72,VVS1,F,Ideal
6779,1.38,Kimberly,59.2,59.0,7.35,7.29,4.33,SI2,G,Premium
5597,1.21,Tel Aviv,63.8,58.0,6.75,6.64,4.27,SI1,G,Good
765,0.34,Surat,60.8,59.0,4.53,4.48,2.74,VS1,H,Premium
2320,0.51,Antwerp,61.3,55.0,5.14,5.16,3.16,VVS2,E,Very Good
15756,1.7,Antwerp,62.9,55.0,7.66,7.6,4.8,VS2,G,Ideal
9182,0.9,London,62.4,54.0,6.17,6.21,3.86,IF,D,Very Good
2770,0.73,Paris,59.9,57.0,5.92,5.89,3.54,SI2,D,Ideal
464,0.34,Zurich,62.0,54.0,4.52,4.55,2.81,VS1,J,Ideal
1788,0.57,Surat,64.5,61.0,5.23,5.19,3.36,VS1,F,Fair
1087,0.42,Madrid,59.8,58.0,4.9,4.86,2.92,VS2,G,Premium
1282,0.53,Antwerp,62.6,64.0,5.13,5.22,3.24,SI1,E,Good
4425,1.0,Dubai,61.3,57.0,6.4,6.46,3.94,SI2,F,Ideal
2905,0.71,Antwerp,62.1,58.0,5.65,5.71,3.53,VS2,G,Very Good
2455,0.71,Zurich,61.9,56.0,5.68,5.72,3.53,SI1,E,Very Good
2990,0.76,Madrid,62.1,54.0,5.88,5.94,3.67,VS2,G,Very Good
14810,2.04,New York City,60.8,58.0,8.14,8.23,4.98,SI2,H,Very Good
1146,0.52,London,61.8,57.0,5.14,5.18,3.19,SI2,E,Ideal
7208,1.51,New York City,63.7,59.0,7.15,7.26,4.59,SI2,F,Good
2247,0.53,Kimberly,61.9,56.0,5.18,5.22,3.21,IF,G,Ideal
2358,0.76,Tel Aviv,61.9,56.0,5.85,5.88,3.63,SI1,I,Ideal
4601,0.9,Tel Aviv,63.5,61.0,6.09,6.16,3.89,VS2,D,Good
706,0.35,Antwerp,61.7,61.0,4.49,4.52,2.78,VS1,G,Very Good
1790,0.59,Antwerp,61.1,56.0,5.38,5.44,3.31,SI1,E,Ideal
956,0.3,Kimberly,60.6,57.0,4.35,4.33,2.63,VVS1,E,Ideal
2777,0.7,Luxembourg,62.1,55.0,5.7,5.67,3.53,VS2,E,Ideal
2917,0.71,Dubai,61.2,56.0,5.77,5.73,3.52,VS2,F,Ideal
8529,1.53,Tel Aviv,61.3,57.0,7.42,7.32,4.52,SI1,G,Ideal
10761,3.01,Antwerp,56.1,62.0,9.54,9.38,5.31,I1,H,Fair
8408,1.12,Madrid,60.9,57.0,6.67,6.72,4.08,VVS1,G,Very Good
5277,1.12,Tel Aviv,61.8,56.0,6.65,6.68,4.12,SI2,F,Ideal
613,0.41,Zurich,62.2,54.0,4.76,4.79,2.97,VS2,J,Ideal
429,0.35,Amsterdam,63.2,61.0,4.47,4.49,2.83,SI2,H,Good
1591,0.5,Madrid,62.7,57.0,5.01,5.03,3.15,VS1,E,Ideal
2726,0.7,Kimberly,62.5,55.0,5.68,5.72,3.56,SI1,D,Ideal
4588,1.01,Madrid,62.9,61.0,6.36,6.4,4.01,SI1,G,Very Good
15613,2.15,Las Vegas,60.9,55.0,8.35,8.39,5.1,VS1,J,Ideal
2164,0.73,Amsterdam,53.4,65.0,6.19,6.15,3.3,SI2,F,Fair
3007,0.71,Dubai,60.7,57.0,5.76,5.8,3.51,VVS2,I,Ideal
3964,0.9,Zurich,62.7,56.0,6.15,6.2,3.87,VS1,H,Very Good
2763,0.91,Dubai,65.7,60.0,6.03,5.99,3.95,SI2,H,Fair
4065,1.1,Kimberly,63.3,56.0,6.53,6.58,4.15,SI2,E,Good
2100,0.7,Madrid,62.0,73.0,5.65,5.54,3.47,VS1,H,Fair
523,0.31,Dubai,63.2,55.0,4.33,4.31,2.73,SI2,G,Very Good
4640,1.1,Luxembourg,62.4,58.0,6.57,6.6,4.11,SI2,D,Premium
4155,1.0,Antwerp,57.3,61.0,6.64,6.59,3.79,SI2,F,Good
473,0.3,Antwerp,60.7,57.0,4.33,4.37,2.64,VS2,H,Ideal
9116,1.51,New York City,58.8,62.0,7.57,7.51,4.43,VS2,I,Fair
4198,0.9,Antwerp,61.5,56.0,6.24,6.18,3.82,SI2,F,Ideal
6905,1.09,Amsterdam,62.0,54.0,6.61,6.65,4.11,VS2,G,Ideal
851,0.3,Zurich,62.0,62.0,4.27,4.24,2.64,VS2,D,Premium
4953,1.12,Zurich,61.5,58.0,6.63,6.68,4.09,SI2,F,Very Good
684,0.3,Madrid,62.0,57.0,4.29,4.32,2.67,VVS2,G,Ideal
1356,0.41,Antwerp,62.3,53.0,4.8,4.77,2.98,VVS1,F,Ideal
1397,0.57,Luxembourg,63.5,56.0,5.28,5.25,3.34,SI2,F,Very Good
2939,0.8,Surat,60.8,56.0,6.02,6.01,3.66,SI2,E,Ideal
7319,1.55,Surat,62.0,56.0,7.41,7.37,4.58,SI2,H,Premium
5292,1.0,Zurich,61.2,58.0,6.44,6.4,3.93,SI1,F,Premium
1040,0.42,Antwerp,61.7,56.0,4.83,4.79,2.97,SI1,D,Ideal
1247,0.35,Antwerp,60.8,58.0,4.55,4.53,2.76,VVS1,D,Premium
709,0.3,Kimberly,62.1,58.0,4.28,4.25,2.65,SI1,D,Premium
3679,0.92,Madrid,63.2,54.0,6.29,6.25,3.96,SI2,E,Very Good
3879,1.02,Madrid,63.1,60.0,6.35,6.4,4.02,SI1,J,Very Good
1157,0.38,Amsterdam,59.7,63.0,4.71,4.73,2.82,VVS2,E,Very Good
912,0.3,Kimberly,61.6,56.0,4.33,4.37,2.68,VVS1,D,Ideal
2534,0.81,Antwerp,62.2,56.0,5.98,5.92,3.7,SI2,H,Premium
1023,0.51,Tel Aviv,62.5,58.0,5.11,5.13,3.2,SI1,J,Ideal
878,0.3,Kimberly,61.5,56.0,4.34,4.31,2.66,VVS2,G,Ideal
1057,0.54,Tel Aviv,62.1,54.0,5.24,5.26,3.26,SI1,I,Ideal
2703,0.73,Surat,62.7,58.0,5.76,5.7,3.59,SI1,E,Premium
968,0.36,Las Vegas,61.8,58.0,4.55,4.58,2.82,VVS2,E,Very Good
1958,0.75,Las Vegas,63.1,57.0,5.79,5.74,3.64,SI1,J,Very Good
525,0.25,Amsterdam,61.7,56.0,4.07,4.09,2.51,VVS1,G,Very Good
3682,0.91,Zurich,61.4,60.0,6.21,6.23,3.82,SI2,F,Premium
4368,1.2,Zurich,62.2,57.0,6.8,6.77,4.22,SI1,I,Ideal
6694,1.04,Las Vegas,62.0,55.0,6.51,6.55,4.05,IF,H,Very Good
891,0.33,Las Vegas,61.4,56.0,4.45,4.41,2.72,IF,I,Ideal
2743,1.0,Las Vegas,66.8,56.0,6.22,6.12,4.13,SI2,I,Fair
667,0.4,Luxembourg,62.4,54.0,4.73,4.76,2.96,VS2,I,Ideal
560,0.36,Amsterdam,61.6,56.0,4.57,4.62,2.83,SI1,F,Ideal
1076,0.41,Madrid,61.9,56.0,4.8,4.77,2.96,VS2,D,Ideal
432,0.24,Amsterdam,62.0,56.0,4.0,4.01,2.48,VS1,I,Ideal
2733,0.52,Zurich,61.7,57.0,5.13,5.17,3.18,IF,F,Ideal
5242,1.3,New York City,64.0,58.0,6.91,6.84,4.4,SI1,J,Good
1439,0.41,Antwerp,61.9,56.0,4.78,4.81,2.97,IF,F,Ideal
10821,1.71,Madrid,61.6,57.0,7.67,7.62,4.71,VS1,J,Ideal
1948,0.53,New York City,60.4,56.0,5.24,5.29,3.18,VVS2,G,Ideal
1783,0.71,Surat,57.5,58.0,5.91,5.89,3.39,SI2,E,Good
525,0.25,Dubai,61.5,56.0,4.06,4.08,2.5,VVS2,G,Ideal
842,0.32,Luxembourg,61.6,57.0,4.4,4.43,2.72,VVS2,E,Ideal
645,0.32,New York City,62.0,56.0,4.37,4.41,2.72,VS1,G,Ideal
816,0.31,Amsterdam,61.4,58.0,4.33,4.36,2.67,VVS2,E,Premium
7258,2.0,New York City,64.9,57.0,7.99,7.82,5.14,I1,F,Fair
1200,0.38,Paris,61.6,58.0,4.63,4.66,2.86,VVS1,F,Premium
13092,1.91,Kimberly,59.6,60.0,8.02,7.98,4.77,SI1,I,Premium
3318,0.92,Antwerp,62.3,59.0,6.2,6.15,3.85,SI2,G,Premium
478,0.26,Zurich,62.1,55.0,4.09,4.12,2.55,VS1,G,Ideal
851,0.5,Kimberly,61.9,58.0,5.15,5.05,3.15,I1,F,Premium
633,0.25,Las Vegas,61.6,57.0,4.05,4.08,2.5,VVS2,F,Very Good
3139,0.9,London,64.1,57.0,6.07,6.09,3.9,SI2,E,Good
10483,1.6,Madrid,59.4,59.0,7.61,7.55,4.5,SI2,E,Premium
3489,0.91,Dubai,63.1,56.0,6.13,6.17,3.88,SI2,F,Very Good
3235,0.73,Paris,62.5,57.0,5.73,5.76,3.59,VS1,E,Ideal
